"fecha";"std";"Prof";"sitio";"Lectura_std"
"2018-01-03";"773";"p40cm";"S9";0,658
"2018-01-03";"773";"p60cm";"S9";0,592
"2018-01-03";"773";"p80cm";"S9";0,594
"2018-01-03";"773";"p100cm";"S9";0,622
"2018-01-10";"734";"p20cm";"S9";0,884
"2018-01-10";"734";"p40cm";"S9";0,703
"2018-01-10";"734";"p60cm";"S9";0,623
"2018-01-10";"734";"p80cm";"S9";0,597
"2018-01-10";"734";"p100cm";"S9";0,612
"2018-01-17";"748";"p20cm";"S9";0,687
"2018-01-17";"748";"p40cm";"S9";0,709
"2018-01-17";"748";"p60cm";"S9";0,59
"2018-01-17";"748";"p80cm";"S9";0,571
"2018-01-17";"748";"p100cm";"S9";0,576
"2018-01-24";"742";"p20cm";"S9";0,693
"2018-01-24";"742";"p40cm";"S9";0,714
"2018-01-24";"742";"p60cm";"S9";0,594
"2018-01-24";"742";"p80cm";"S9";0,575
"2018-01-24";"742";"p100cm";"S9";0,581
"2018-01-31";"729";"p20cm";"S9";0,532
"2018-01-31";"729";"p40cm";"S9";0,822
"2018-01-31";"729";"p60cm";"S9";0,576
"2018-01-31";"729";"p80cm";"S9";0,535
"2018-01-31";"729";"p100cm";"S9";0,56
"2018-02-07";"736";"p20cm";"S9";0,374
"2018-02-07";"736";"p40cm";"S9";0,743
"2018-02-07";"736";"p60cm";"S9";0,561
"2018-02-07";"736";"p80cm";"S9";0,473
"2018-02-07";"736";"p100cm";"S9";0,519
"2018-02-14";"726";"p20cm";"S9";0,395
"2018-02-14";"726";"p40cm";"S9";0,846
"2018-02-14";"726";"p60cm";"S9";0,621
"2018-02-14";"726";"p80cm";"S9";0,499
"2018-02-14";"726";"p100cm";"S9";0,484
"2018-02-21";"753";"p20cm";"S9";0,482
"2018-02-21";"753";"p40cm";"S9";0,817
"2018-02-21";"753";"p60cm";"S9";0,544
"2018-02-21";"753";"p80cm";"S9";0,441
"2018-02-21";"753";"p100cm";"S9";0,449
"2018-02-27";"730";"p20cm";"S9";0,318
"2018-02-27";"730";"p40cm";"S9";0,766
"2018-02-27";"730";"p60cm";"S9";0,585
"2018-02-27";"730";"p80cm";"S9";0,43
"2018-02-27";"730";"p100cm";"S9";0,441
"2018-03-07";"733";"p20cm";"S9";0,477
"2018-03-07";"733";"p40cm";"S9";0,737
"2018-03-07";"733";"p60cm";"S9";0,543
"2018-03-07";"733";"p80cm";"S9";0,438
"2018-03-07";"733";"p100cm";"S9";0,413
"2018-03-14";"735";"p20cm";"S9";0,426
"2018-03-14";"735";"p40cm";"S9";0,755
"2018-03-14";"735";"p60cm";"S9";0,54
"2018-03-14";"735";"p80cm";"S9";0,444
"2018-03-14";"735";"p100cm";"S9";0,366
"2018-03-21";"725";"p20cm";"S9";0,571
"2018-03-21";"725";"p40cm";"S9";0,761
"2018-03-21";"725";"p60cm";"S9";0,539
"2018-03-21";"725";"p80cm";"S9";0,458
"2018-03-21";"725";"p100cm";"S9";0,444
"2018-03-28";"734";"p20cm";"S9";0,439
"2018-03-28";"734";"p40cm";"S9";0,787
"2018-03-28";"734";"p60cm";"S9";0,53
"2018-03-28";"734";"p80cm";"S9";0,407
"2018-03-28";"734";"p100cm";"S9";0,443
"2018-04-04";"749";"p20cm";"S9";0,36
"2018-04-04";"749";"p40cm";"S9";0,734
"2018-04-04";"749";"p60cm";"S9";0,523
"2018-04-04";"749";"p80cm";"S9";0,443
"2018-04-04";"749";"p100cm";"S9";0,399
"2018-04-13";"748";"p20cm";"S9";0,654
"2018-04-13";"748";"p40cm";"S9";0,944
"2018-04-13";"748";"p60cm";"S9";0,69
"2018-04-13";"748";"p80cm";"S9";0,499
"2018-04-13";"748";"p100cm";"S9";0,525
"2018-04-20";"747";"p20cm";"S9";0,685
"2018-04-20";"747";"p40cm";"S9";0,914
"2018-04-20";"747";"p60cm";"S9";0,701
"2018-04-20";"747";"p80cm";"S9";0,514
"2018-04-20";"747";"p100cm";"S9";0,481
"2018-05-02";"744";"p20cm";"S9";0,672
"2018-05-02";"744";"p40cm";"S9";0,929
"2018-05-02";"744";"p60cm";"S9";0,69
"2018-05-02";"744";"p80cm";"S9";0,539
"2018-05-02";"744";"p100cm";"S9";0,496
"2018-05-09";"747";"p20cm";"S9";0,676
"2018-05-09";"747";"p40cm";"S9";0,914
"2018-05-09";"747";"p60cm";"S9";0,695
"2018-05-09";"747";"p80cm";"S9";0,522
"2018-05-09";"747";"p100cm";"S9";0,448
"2017-12-21";"672";"p20cm";"S10";0,876
"2017-12-21";"672";"p40cm";"S10";1,043
"2017-12-21";"672";"p60cm";"S10";0,963
"2017-12-21";"672";"p80cm";"S10";0,801
"2017-12-21";"672";"p100cm";"S10";0,824
"2017-12-27";"724";"p20cm";"S10";0,797
"2017-12-27";"724";"p40cm";"S10";1,026
"2017-12-27";"724";"p60cm";"S10";0,89
"2017-12-27";"724";"p80cm";"S10";0,72
"2017-12-27";"724";"p100cm";"S10";0,767
"2018-01-03";"773";"p20cm";"S10";0,646
"2018-01-03";"773";"p40cm";"S10";0,937
"2018-01-03";"773";"p60cm";"S10";0,842
"2018-01-03";"773";"p80cm";"S10";0,666
"2018-01-03";"773";"p100cm";"S10";0,69
"2018-01-10";"734";"p20cm";"S10";0,693
"2018-01-10";"734";"p40cm";"S10";0,996
"2018-01-10";"734";"p60cm";"S10";0,865
"2018-01-10";"734";"p80cm";"S10";0,698
"2018-01-10";"734";"p100cm";"S10";0,733
"2018-01-17";"748";"p20cm";"S10";0,674
"2018-01-17";"748";"p40cm";"S10";0,952
"2018-01-17";"748";"p60cm";"S10";0,85
"2018-01-17";"748";"p80cm";"S10";0,707
"2018-01-17";"748";"p100cm";"S10";0,715
"2018-01-24";"742";"p20cm";"S10";0,679
"2018-01-24";"742";"p40cm";"S10";0,96
"2018-01-24";"742";"p60cm";"S10";0,857
"2018-01-24";"742";"p80cm";"S10";0,713
"2018-01-24";"742";"p100cm";"S10";0,721
"2018-01-31";"729";"p20cm";"S10";0,675
"2018-01-31";"729";"p40cm";"S10";0,916
"2018-01-31";"729";"p60cm";"S10";0,827
"2018-01-31";"729";"p80cm";"S10";0,643
"2018-01-31";"729";"p100cm";"S10";0,69
"2018-02-07";"736";"p20cm";"S10";0,557
"2018-02-07";"736";"p40cm";"S10";0,846
"2018-02-07";"736";"p60cm";"S10";0,746
"2018-02-07";"736";"p80cm";"S10";0,61
"2018-02-07";"736";"p100cm";"S10";0,635
"2018-02-14";"726";"p20cm";"S10";0,726
"2018-02-14";"726";"p40cm";"S10";0,895
"2018-02-14";"726";"p60cm";"S10";0,763
"2018-02-14";"726";"p80cm";"S10";0,592
"2018-02-14";"726";"p100cm";"S10";0,634
"2018-02-21";"753";"p20cm";"S10";0,629
"2018-02-21";"753";"p40cm";"S10";0,802
"2018-02-21";"753";"p60cm";"S10";0,683
"2018-02-21";"753";"p80cm";"S10";0,539
"2018-02-21";"753";"p100cm";"S10";0,534
"2018-02-27";"730";"p20cm";"S10";0,542
"2018-02-27";"730";"p40cm";"S10";0,781
"2018-02-27";"730";"p60cm";"S10";0,686
"2018-02-27";"730";"p80cm";"S10";0,537
"2018-02-27";"730";"p100cm";"S10";0,54
"2018-03-07";"733";"p20cm";"S10";0,569
"2018-03-07";"733";"p40cm";"S10";0,76
"2018-03-07";"733";"p60cm";"S10";0,668
"2018-03-07";"733";"p80cm";"S10";0,48
"2018-03-07";"733";"p100cm";"S10";0,498
"2018-03-14";"735";"p20cm";"S10";0,531
"2018-03-14";"735";"p40cm";"S10";0,767
"2018-03-14";"735";"p60cm";"S10";0,667
"2018-03-14";"735";"p80cm";"S10";0,479
"2018-03-14";"735";"p100cm";"S10";0,484
"2018-03-21";"725";"p20cm";"S10";0,69
"2018-03-21";"725";"p40cm";"S10";0,754
"2018-03-21";"725";"p60cm";"S10";0,652
"2018-03-21";"725";"p80cm";"S10";0,466
"2018-03-21";"725";"p100cm";"S10";0,472
"2018-03-28";"734";"p20cm";"S10";0,597
"2018-03-28";"734";"p40cm";"S10";0,778
"2018-03-28";"734";"p60cm";"S10";0,629
"2018-03-28";"734";"p80cm";"S10";0,5
"2018-03-28";"734";"p100cm";"S10";0,492
"2018-04-04";"749";"p20cm";"S10";0,566
"2018-04-04";"749";"p40cm";"S10";0,784
"2018-04-04";"749";"p60cm";"S10";0,625
"2018-04-04";"749";"p80cm";"S10";0,475
"2018-04-04";"749";"p100cm";"S10";0,493
"2018-04-13";"748";"p20cm";"S10";0,841
"2018-04-13";"748";"p40cm";"S10";0,976
"2018-04-13";"748";"p60cm";"S10";0,517
"2018-04-13";"748";"p80cm";"S10";0,495
"2018-04-13";"748";"p100cm";"S10";0,495
"2018-04-20";"747";"p20cm";"S10";0,837
"2018-04-20";"747";"p40cm";"S10";0,971
"2018-04-20";"747";"p60cm";"S10";0,728
"2018-04-20";"747";"p80cm";"S10";0,507
"2018-04-20";"747";"p100cm";"S10";0,498
"2018-05-02";"744";"p20cm";"S10";0,886
"2018-05-02";"744";"p40cm";"S10";0,977
"2018-05-02";"744";"p60cm";"S10";0,843
"2018-05-02";"744";"p80cm";"S10";0,519
"2018-05-02";"744";"p100cm";"S10";0,527
"2018-05-09";"747";"p20cm";"S10";0,862
"2018-05-09";"747";"p40cm";"S10";0,969
"2018-05-09";"747";"p60cm";"S10";0,838
"2018-05-09";"747";"p80cm";"S10";0,518
"2018-05-09";"747";"p100cm";"S10";0,509
"2017-12-21";"672";"p20cm";"S11";0,891
"2017-12-21";"672";"p40cm";"S11";1,061
"2017-12-21";"672";"p60cm";"S11";0,847
"2017-12-21";"672";"p80cm";"S11";0,765
"2017-12-21";"672";"p100cm";"S11";0,746
"2017-12-27";"724";"p20cm";"S11";0,805
"2017-12-27";"724";"p40cm";"S11";1,021
"2017-12-27";"724";"p60cm";"S11";0,849
"2017-12-27";"724";"p80cm";"S11";0,698
"2017-12-27";"724";"p100cm";"S11";0,669
"2018-01-03";"773";"p20cm";"S11";0,642
"2018-01-03";"773";"p40cm";"S11";0,947
"2018-01-03";"773";"p60cm";"S11";0,758
"2018-01-03";"773";"p80cm";"S11";0,661
"2018-01-03";"773";"p100cm";"S11";0,594
"2018-01-10";"734";"p20cm";"S11";0,672
"2018-01-10";"734";"p40cm";"S11";0,94
"2018-01-10";"734";"p60cm";"S11";0,782
"2018-01-10";"734";"p80cm";"S11";0,695
"2018-01-10";"734";"p100cm";"S11";0,609
"2018-01-17";"748";"p20cm";"S11";0,656
"2018-01-17";"748";"p40cm";"S11";0,881
"2018-01-17";"748";"p60cm";"S11";0,741
"2018-01-17";"748";"p80cm";"S11";0,64
"2018-01-17";"748";"p100cm";"S11";0,626
"2018-01-24";"742";"p20cm";"S11";0,662
"2018-01-24";"742";"p40cm";"S11";0,888
"2018-01-24";"742";"p60cm";"S11";0,747
"2018-01-24";"742";"p80cm";"S11";0,646
"2018-01-24";"742";"p100cm";"S11";0,631
"2018-01-31";"729";"p20cm";"S11";0,75
"2018-01-31";"729";"p40cm";"S11";0,859
"2018-01-31";"729";"p60cm";"S11";0,723
"2018-01-31";"729";"p80cm";"S11";0,624
"2018-01-31";"729";"p100cm";"S11";0,617
"2018-02-07";"736";"p20cm";"S11";0,618
"2018-02-07";"736";"p40cm";"S11";0,834
"2018-02-07";"736";"p60cm";"S11";0,643
"2018-02-07";"736";"p80cm";"S11";0,563
"2018-02-07";"736";"p100cm";"S11";0,58
"2018-02-14";"726";"p20cm";"S11";0,723
"2018-02-14";"726";"p40cm";"S11";0,86
"2018-02-14";"726";"p60cm";"S11";0,603
"2018-02-14";"726";"p80cm";"S11";0,576
"2018-02-14";"726";"p100cm";"S11";0,682
"2018-02-21";"753";"p20cm";"S11";0,718
"2018-02-21";"753";"p40cm";"S11";0,826
"2018-02-21";"753";"p60cm";"S11";0,611
"2018-02-21";"753";"p80cm";"S11";0,499
"2018-02-21";"753";"p100cm";"S11";0,489
"2018-02-27";"730";"p20cm";"S11";0,614
"2018-02-27";"730";"p40cm";"S11";0,805
"2018-02-27";"730";"p60cm";"S11";0,581
"2018-02-27";"730";"p80cm";"S11";0,505
"2018-02-27";"730";"p100cm";"S11";0,474
"2018-03-07";"733";"p20cm";"S11";0,696
"2018-03-07";"733";"p40cm";"S11";0,804
"2018-03-07";"733";"p60cm";"S11";0,581
"2018-03-07";"733";"p80cm";"S11";0,471
"2018-03-07";"733";"p100cm";"S11";0,457
"2018-03-14";"735";"p20cm";"S11";0,714
"2018-03-14";"735";"p40cm";"S11";0,785
"2018-03-14";"735";"p60cm";"S11";0,567
"2018-03-14";"735";"p80cm";"S11";0,444
"2018-03-14";"735";"p100cm";"S11";0,438
"2018-03-21";"725";"p20cm";"S11";0,823
"2018-03-21";"725";"p40cm";"S11";0,85
"2018-03-21";"725";"p60cm";"S11";0,622
"2018-03-21";"725";"p80cm";"S11";0,509
"2018-03-21";"725";"p100cm";"S11";0,469
"2018-03-28";"734";"p20cm";"S11";0,702
"2018-03-28";"734";"p40cm";"S11";0,786
"2018-03-28";"734";"p60cm";"S11";0,571
"2018-03-28";"734";"p80cm";"S11";0,471
"2018-03-28";"734";"p100cm";"S11";0,435
"2018-04-04";"749";"p20cm";"S11";0,634
"2018-04-04";"749";"p40cm";"S11";0,805
"2018-04-04";"749";"p60cm";"S11";0,542
"2018-04-04";"749";"p80cm";"S11";0,446
"2018-04-04";"749";"p100cm";"S11";0,399
"2018-04-13";"748";"p20cm";"S11";0,872
"2018-04-13";"748";"p40cm";"S11";0,92
"2018-04-13";"748";"p60cm";"S11";0,913
"2018-04-13";"748";"p80cm";"S11";0,671
"2018-04-13";"748";"p100cm";"S11";0,58
"2018-04-20";"747";"p20cm";"S11";0,904
"2018-04-20";"747";"p40cm";"S11";0,921
"2018-04-20";"747";"p60cm";"S11";0,755
"2018-04-20";"747";"p80cm";"S11";0,636
"2018-04-20";"747";"p100cm";"S11";0,558
"2018-05-02";"744";"p20cm";"S11";0,879
"2018-05-02";"744";"p40cm";"S11";0,946
"2018-05-02";"744";"p60cm";"S11";0,789
"2018-05-02";"744";"p80cm";"S11";0,608
"2018-05-02";"744";"p100cm";"S11";0,53
"2018-05-09";"747";"p20cm";"S11";0,896
"2018-05-09";"747";"p40cm";"S11";0,969
"2018-05-09";"747";"p60cm";"S11";0,779
"2018-05-09";"747";"p80cm";"S11";0,61
"2018-05-09";"747";"p100cm";"S11";0,53
"2017-12-21";"672";"p20cm";"S12";0,807
"2017-12-21";"672";"p40cm";"S12";1,121
"2017-12-21";"672";"p60cm";"S12";0,976
"2017-12-21";"672";"p80cm";"S12";0,86
"2017-12-21";"672";"p100cm";"S12";0,888
"2017-12-27";"724";"p20cm";"S12";0,732
"2017-12-27";"724";"p40cm";"S12";1,05
"2017-12-27";"724";"p60cm";"S12";0,829
"2017-12-27";"724";"p80cm";"S12";0,808
"2017-12-27";"724";"p100cm";"S12";0,8
"2018-01-03";"773";"p20cm";"S12";0,62
"2018-01-03";"773";"p40cm";"S12";1,036
"2018-01-03";"773";"p60cm";"S12";0,849
"2018-01-03";"773";"p80cm";"S12";0,722
"2018-01-03";"773";"p100cm";"S12";0,748
"2018-01-10";"734";"p20cm";"S12";0,658
"2018-01-10";"734";"p40cm";"S12";1,023
"2018-01-10";"734";"p60cm";"S12";0,899
"2018-01-10";"734";"p80cm";"S12";0,801
"2018-01-10";"734";"p100cm";"S12";0,797
"2018-01-17";"748";"p20cm";"S12";0,528
"2018-01-17";"748";"p40cm";"S12";0,912
"2018-01-17";"748";"p60cm";"S12";0,824
"2018-01-17";"748";"p80cm";"S12";0,754
"2018-01-17";"748";"p100cm";"S12";0,725
"2018-01-24";"742";"p20cm";"S12";0,532
"2018-01-24";"742";"p40cm";"S12";0,919
"2018-01-24";"742";"p60cm";"S12";0,83
"2018-01-24";"742";"p80cm";"S12";0,76
"2018-01-24";"742";"p100cm";"S12";0,73
"2018-01-31";"729";"p20cm";"S12";0,649
"2018-01-31";"729";"p40cm";"S12";0,918
"2018-01-31";"729";"p60cm";"S12";0,781
"2018-01-31";"729";"p80cm";"S12";0,694
"2018-01-31";"729";"p100cm";"S12";0,742
"2018-02-07";"736";"p20cm";"S12";0,484
"2018-02-07";"736";"p40cm";"S12";0,868
"2018-02-07";"736";"p60cm";"S12";0,76
"2018-02-07";"736";"p80cm";"S12";0,639
"2018-02-07";"736";"p100cm";"S12";0,624
"2018-02-14";"726";"p20cm";"S12";0,645
"2018-02-14";"726";"p40cm";"S12";0,96
"2018-02-14";"726";"p60cm";"S12";0,755
"2018-02-14";"726";"p80cm";"S12";0,64
"2018-02-14";"726";"p100cm";"S12";0,631
"2018-02-21";"753";"p20cm";"S12";0,632
"2018-02-21";"753";"p40cm";"S12";0,871
"2018-02-21";"753";"p60cm";"S12";0,693
"2018-02-21";"753";"p80cm";"S12";0,558
"2018-02-21";"753";"p100cm";"S12";0,551
"2018-02-27";"730";"p20cm";"S12";0,485
"2018-02-27";"730";"p40cm";"S12";0,882
"2018-02-27";"730";"p60cm";"S12";0,707
"2018-02-27";"730";"p80cm";"S12";0,584
"2018-02-27";"730";"p100cm";"S12";0,563
"2018-03-07";"733";"p20cm";"S12";0,692
"2018-03-07";"733";"p40cm";"S12";0,864
"2018-03-07";"733";"p60cm";"S12";0,644
"2018-03-07";"733";"p80cm";"S12";0,542
"2018-03-07";"733";"p100cm";"S12";0,547
"2018-03-14";"735";"p20cm";"S12";0,604
"2018-03-14";"735";"p40cm";"S12";0,868
"2018-03-14";"735";"p60cm";"S12";0,69
"2018-03-14";"735";"p80cm";"S12";0,55
"2018-03-14";"735";"p100cm";"S12";0,527
"2018-03-21";"725";"p20cm";"S12";0,753
"2018-03-21";"725";"p40cm";"S12";0,926
"2018-03-21";"725";"p60cm";"S12";0,72
"2018-03-21";"725";"p80cm";"S12";0,567
"2018-03-21";"725";"p100cm";"S12";0,543
"2018-03-28";"734";"p20cm";"S12";0,625
"2018-03-28";"734";"p40cm";"S12";0,917
"2018-03-28";"734";"p60cm";"S12";0,698
"2018-03-28";"734";"p80cm";"S12";0,58
"2018-03-28";"734";"p100cm";"S12";0,55
"2018-04-04";"749";"p20cm";"S12";0,538
"2018-04-04";"749";"p40cm";"S12";0,891
"2018-04-04";"749";"p60cm";"S12";0,669
"2018-04-04";"749";"p80cm";"S12";0,53
"2018-04-04";"749";"p100cm";"S12";0,53
"2018-04-13";"748";"p20cm";"S12";0,818
"2018-04-13";"748";"p40cm";"S12";0,984
"2018-04-13";"748";"p60cm";"S12";0,853
"2018-04-13";"748";"p80cm";"S12";0,737
"2018-04-13";"748";"p100cm";"S12";0,648
"2018-04-20";"747";"p20cm";"S12";0,798
"2018-04-20";"747";"p40cm";"S12";1,001
"2018-04-20";"747";"p60cm";"S12";0,886
"2018-04-20";"747";"p80cm";"S12";0,689
"2018-04-20";"747";"p100cm";"S12";0,652
"2018-05-02";"744";"p20cm";"S12";0,841
"2018-05-02";"744";"p40cm";"S12";1,052
"2018-05-02";"744";"p60cm";"S12";0,868
"2018-05-02";"744";"p80cm";"S12";0,743
"2018-05-02";"744";"p100cm";"S12";0,668
"2018-05-09";"747";"p20cm";"S12";0,85
"2018-05-09";"747";"p40cm";"S12";1,035
"2018-05-09";"747";"p60cm";"S12";0,866
"2018-05-09";"747";"p80cm";"S12";0,72
"2018-05-09";"747";"p100cm";"S12";0,665
